Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
SOK_1963;Adamawa;;;;;;;;;;;;;
FRA_1970;Bangassou;;;;;;;;;;;;;
BEL_1990;Kivu;;;;;;;;;;;;;
BEL_1996;Congo Orientale;;;;;;;;;;;;;
BEL_2034;Ruanda-Urundi;;;;;;;;;;;;;
ENG_2036;Zanzibar;;;;;;;;;;;;;
ENG_2044;Tanganyika;;;;;;;;;;;;;
ENG_2048;Zanzibar;;;;;;;;;;;;;
POR_2054;Sofala;;;;;;;;;;;;;
ENG_2067;Nyasaland;;;;;;;;;;;;;
ENG_2068;Mashonaland;;;;;;;;;;;;;
ENG_2071;Rozwi;;;;;;;;;;;;;
ENG_2074;Bechuanaland;;;;;;;;;;;;;
ENG_2094;Griqualand West;;;;;;;;;;;;;
PROV2124;Maore;;;;;;;;;;;;;
MEX_2149;Cohauila;;;;;;;;;;;;;
MEX_2159;Veracruz;;;;;;;;;;;;;
MEX_2161;Jalisco;;;;;;;;;;;;;
MEX_2170;Guerrero;;;;;;;;;;;;;
MEX_2172;México;;;;;;;;;;;;;
MEX_2181;Chiapas;;;;;;;;;;;;;
PROV220;Annapolis;;;;;;;;;;;;;
PROV981;Arkhangelsk;;;;;;;;;;;;;
PROV1;New Arkhangelsk;;;;;;;;;;;;;
PROV2;Saint Dionysius;;;;;;;;;;;;;
PROV3;Kasilof;;;;;;;;;;;;;
PROV4;Paul's Harbor;;;;;;;;;;;;;
PROV5;Unalaska;;;;;;;;;;;;;
PROV107;Riverside;;;;;;;;;;;;;
PROV108;Grand Junction;;;;;;;;;;;;;
PROV104;San Francisco;;;;;;;;;;;;;
PROV2146;D.C.;;;;;;;;;;;;;
PROV2148;Albuquerque;;;;;;;;;;;;;
PROV231;Camden;;;;;;;;;;;;;
UCA_2191;El Salvador;;;;;;;;;;;;;
UCA_2193;Honduras;;;;;;;;;;;;;
CHI_2221;South Jiangsu;;;;;;;;;;;;;
NET_2235;Leeward Antilles;;;;;;;;;;;;;
PEU_2308;Arica;;;;;;;;;;;;;
BOL_2309;Antofagasta;;;;;;;;;;;;;
ARG_2360;Entre Rios;;;;;;;;;;;;;
PROV2367;Xolotas;;;;;;;;;;;;;
ARG_2374;Catamarca;;;;;;;;;;;;;
BRZ_2421;Goiás;;;;;;;;;;;;;
AST_2454;Fiji;;;;;;;;;;;;;
BRZ_2461;Santa Catarina;;;;;;;;;;;;;
SPA_2517;Mariana Islands;;;;;;;;;;;;;
AST_2534;Solomon Islands;;;;;;;;;;;;;
AST_2535;Melanesian Islands;;;;;;;;;;;;;
AUS_2538;Vojvodina;;;;;;;;;;;;;
TON_2540;Tonga;;;;;;;;;;;;;
USA_2543;Samoa;;;;;;;;;;;;;
PROV2554;Misiones;;;;;;;;;;;;;
HES_2560;Hessen;;;;;;;;;;;;;
RUS_2587;Kola;;;;;;;;;;;;;
CHI_2678;Outer Mongolia;;;;;;;;;;;;;
PROV2834;Bay of Ayan;;;;;;;;;;;;;
PROV2836;Coast of Kamchatka;;;;;;;;;;;;;
PROV2837;Sea of Okhotsk;;;;;;;;;;;;;
PROV2838;Coast of Sakhalin;;;;;;;;;;;;;
PROV2843;Seto Inland Sea;;;;;;;;;;;;;
PROV3126;Coast of Minami;;;;;;;;;;;;;
PROV19;Valemount;;;;;;;;;;;;;
PRU_684;Upper Silesia;;;;;;;;;;;;;
PROV79;Fort Vancouver;;;;;;;;;;;;;
PROV18;New Caledonia;;;;;;;;;;;;;
PROV129;Guymon;;;;;;;;;;;;;
PROV128;Hugoton;;;;;;;;;;;;;
PROV638;Prešov;;;;;;;;;;;;;
AUS_626;Sudetes;;;;;;;;;;;;;
PROV2630;Tok;;;;;;;;;;;;;
PROV84;Sacramento;;;;;;;;;;;;;
PROV86;Truckee;;;;;;;;;;;;;
PROV98;Cedar City;;;;;;;;;;;;;
PROV23;Fort McMurray;;;;;;;;;;;;;
PROV27;Edmonton;;;;;;;;;;;;;
PROV31;Black Lake;;;;;;;;;;;;;
PROV32;La Ronge;;;;;;;;;;;;;
PROV40;Dauphin;;;;;;;;;;;;;
PROV9;Fort MacKenzie;;;;;;;;;;;;;
PROV2626;Sakami;;;;;;;;;;;;;
PROV59;Mistissini;;;;;;;;;;;;;
PROV2140;Hermosillo;;;;;;;;;;;;;
PROV2137;Nogales;;;;;;;;;;;;;
PROV2143;Ciudad Juarez;;;;;;;;;;;;;
PROV2147;Ciudad Acuña;;;;;;;;;;;;;
PROV2171;Cololo;;;;;;;;;;;;;
PROV103;Pueblo;;;;;;;;;;;;;
PROV109;Aspen;;;;;;;;;;;;;
PROV105;Santa Fe;;;;;;;;;;;;;
PROV218;Wheeling;;;;;;;;;;;;;
PROV217;Green Bank;;;;;;;;;;;;;
PROV2187;La Mesilla;;;;;;;;;;;;;
PROV2628;Ocos;;;;;;;;;;;;;
PROV2627;Coudersport;;;;;;;;;;;;;
PROV160;Superior;;;;;;;;;;;;;
PROV185;Pikeville;;;;;;;;;;;;;
PROV186;Lexington;;;;;;;;;;;;;
PROV196;Gadsden;;;;;;;;;;;;;
PROV193;Greenwood;;;;;;;;;;;;;
PROV168;Olney;;;;;;;;;;;;;
PROV42;Winnipeg;;;;;;;;;;;;;
PROV36;Pinawa;;;;;;;;;;;;;
PROV60;Richmond;;;;;;;;;;;;;
PROV211;Lynchburg;;;;;;;;;;;;;
PROV2186;Guatemala City;;;;;;;;;;;;;
PROV14;Victoria;;;;;;;;;;;;;
PROV3249;Kiritimati;;;;;;;;;;;;;
PROV3250;Dead Sea;;;;;;;;;;;;;
PROV3251;Lake of the Woods;;;;;;;;;;;;;
PROV3252;Lake Nipissing;;;;;;;;;;;;;
PROV3253;Lake Simcoe;;;;;;;;;;;;;
PROV3254;Lake Winnebago;;;;;;;;;;;;;
PROV3255;Iberá Lake;;;;;;;;;;;;;
PROV3256;Lake Saint-Jean;;;;;;;;;;;;;
PROV3257;Lake Manicouagan;;;;;;;;;;;;;
PROV3258;Lake Mistassini;;;;;;;;;;;;;
PROV3259;Lake Sakami;;;;;;;;;;;;;
PROV3260;Lobstick Lake;;;;;;;;;;;;;
PROV3261;Lake Bienville;;;;;;;;;;;;;
PROV3262;Clearwater Lakes;;;;;;;;;;;;;
PROV3263;Lake Qullinaaraaluk;;;;;;;;;;;;;
PROV3264;God's Lake;;;;;;;;;;;;;
PROV3265;Wollaston Lake;;;;;;;;;;;;;
PROV3266;Cree Lake;;;;;;;;;;;;;
PROV3267;Churchill Lake;;;;;;;;;;;;;
PROV3268;Nueltin Lake;;;;;;;;;;;;;
PROV3269;Kasba Lake;;;;;;;;;;;;;
PROV3270;Wholdaia Lake;;;;;;;;;;;;;
PROV3271;Dubawnt Lake;;;;;;;;;;;;;
PROV3272;Yathkyed Lake;;;;;;;;;;;;;
PROV3273;Baker Lake;;;;;;;;;;;;;
PROV3274;Schultz Lake;;;;;;;;;;;;;
PROV3275;Aberdeen Lake;;;;;;;;;;;;;
PROV3276;Clinton-Colden Lake;;;;;;;;;;;;;
PROV3277;Williston Lake;;;;;;;;;;;;;
PROV3278;Lake Okeechobee;;;;;;;;;;;;;
PROV3279;Lake Tuz;;;;;;;;;;;;;
PROV3280;Sevan Lake;;;;;;;;;;;;;
PROV3281;Lake Iso-Kalla;;;;;;;;;;;;;
PROV3282;Lake Pyhäjärvi;;;;;;;;;;;;;
PROV3283;Lake Geneva;;;;;;;;;;;;;
PROV3284;Lake Constance;;;;;;;;;;;;;
PROV906;As-Suwayda;;;;;;;;;;;;;
