Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
gtfo_UZB_desc;We've had a good run, but it's time to end our rulership of Uzbekistan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ASM_title;Grant Assam Independence;;;;;;;;;;;;;
gtfo_ASM_desc;We've had a good run, but it's time to end our rulership of Assam: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BIH_title;Grant Bihar Independence;;;;;;;;;;;;;
gtfo_BIH_desc;We've had a good run, but it's time to end our rulership of Bihar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BLC_title;Grant Baluchistan Independence;;;;;;;;;;;;;
gtfo_BLC_desc;We've had a good run, but it's time to end our rulership of Baluchistan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BNG_title;Grant Bengal Independence;;;;;;;;;;;;;
gtfo_BNG_desc;We've had a good run, but it's time to end our rulership of Bengal: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DRA_title;Grant Dravidistan Independence;;;;;;;;;;;;;
gtfo_DRA_desc;We've had a good run, but it's time to end our rulership of Dravidistan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KRN_title;Grant Karnatak Independence;;;;;;;;;;;;;
gtfo_KRN_desc;We've had a good run, but it's time to end our rulership of Karnatak: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MAH_title;Grant Maharashtra Independence;;;;;;;;;;;;;
gtfo_MAH_desc;We've had a good run, but it's time to end our rulership of Maharashtra: if you love something, let it go!;;;;;;;;;;;;;
gtfo_#MR_title;Grant Marathas Independence;;;;;;;;;;;;;
gtfo_#MR_desc;We've had a good run, but it's time to end our rulership of Marathas: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RAJ_title;Grant Rajputana Independence;;;;;;;;;;;;;
gtfo_RAJ_desc;We've had a good run, but it's time to end our rulership of Rajputana: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SRI_title;Grant Sri Lanka Independence;;;;;;;;;;;;;
gtfo_SRI_desc;We've had a good run, but it's time to end our rulership of Sri Lanka: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AGC_title;Grant Angoche Independence;;;;;;;;;;;;;
gtfo_AGC_desc;We've had a good run, but it's time to end our rulership of Angoche: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ANG_title;Grant Angola Independence;;;;;;;;;;;;;
gtfo_ANG_desc;We've had a good run, but it's time to end our rulership of Angola: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ARO_title;Grant Aro Independence;;;;;;;;;;;;;
gtfo_ARO_desc;We've had a good run, but it's time to end our rulership of Aro: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ASH_title;Grant Ashanti Independence;;;;;;;;;;;;;
gtfo_ASH_desc;We've had a good run, but it's time to end our rulership of Ashanti: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AWS_title;Grant Awsa Independence;;;;;;;;;;;;;
gtfo_AWS_desc;We've had a good run, but it's time to end our rulership of Awsa: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AZA_title;Grant Azande Independence;;;;;;;;;;;;;
gtfo_AZA_desc;We've had a good run, but it's time to end our rulership of Azande: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BEN_title;Grant Benin Independence;;;;;;;;;;;;;
gtfo_BEN_desc;We've had a good run, but it's time to end our rulership of Benin: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BMK_title;Grant Bamako Independence;;;;;;;;;;;;;
gtfo_BMK_desc;We've had a good run, but it's time to end our rulership of Bamako: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BRD_title;Grant Urundi Independence;;;;;;;;;;;;;
gtfo_BRD_desc;We've had a good run, but it's time to end our rulership of Urundi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BSH_title;Grant Basotho Independence;;;;;;;;;;;;;
gtfo_BSH_desc;We've had a good run, but it's time to end our rulership of Basotho: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BUG_title;Grant Buganda Independence;;;;;;;;;;;;;
gtfo_BUG_desc;We've had a good run, but it's time to end our rulership of Buganda: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CAR_title;Grant Central African Republic Independence;;;;;;;;;;;;;
gtfo_CAR_desc;We've had a good run, but it's time to end our rulership of Central African Republic: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CGO_title;Grant Congo-Brazzaville Independence;;;;;;;;;;;;;
gtfo_CGO_desc;We've had a good run, but it's time to end our rulership of Congo-Brazzaville: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CHD_title;Grant Chad Independence;;;;;;;;;;;;;
gtfo_CHD_desc;We've had a good run, but it's time to end our rulership of Chad: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CLA_title;Grant Calabar Independence;;;;;;;;;;;;;
gtfo_CLA_desc;We've had a good run, but it's time to end our rulership of Calabar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CMR_title;Grant Cameroon Independence;;;;;;;;;;;;;
gtfo_CMR_desc;We've had a good run, but it's time to end our rulership of Cameroon: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CYR_title;Grant Cyrenaica Independence;;;;;;;;;;;;;
gtfo_CYR_desc;We've had a good run, but it's time to end our rulership of Cyrenaica: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DAH_title;Grant Dahomey Independence;;;;;;;;;;;;;
gtfo_DAH_desc;We've had a good run, but it's time to end our rulership of Dahomey: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DAM_title;Grant Damagaram Independence;;;;;;;;;;;;;
gtfo_DAM_desc;We've had a good run, but it's time to end our rulership of Damagaram: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DAR_title;Grant Darfur Independence;;;;;;;;;;;;;
gtfo_DAR_desc;We've had a good run, but it's time to end our rulership of Darfur: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DND_title;Grant Dendi Independence;;;;;;;;;;;;;
gtfo_DND_desc;We've had a good run, but it's time to end our rulership of Dendi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GAB_title;Grant Gabon Independence;;;;;;;;;;;;;
gtfo_GAB_desc;We've had a good run, but it's time to end our rulership of Gabon: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GAZ_title;Grant Gaza Independence;;;;;;;;;;;;;
gtfo_GAZ_desc;We've had a good run, but it's time to end our rulership of Gaza: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GBU_title;Grant Gabu Independence;;;;;;;;;;;;;
gtfo_GBU_desc;We've had a good run, but it's time to end our rulership of Gabu: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GEL_title;Grant Geledi Independence;;;;;;;;;;;;;
gtfo_GEL_desc;We've had a good run, but it's time to end our rulership of Geledi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GMB_title;Grant Gambia Independence;;;;;;;;;;;;;
gtfo_GMB_desc;We've had a good run, but it's time to end our rulership of Gambia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GNE_title;Grant Guinea Independence;;;;;;;;;;;;;
gtfo_GNE_desc;We've had a good run, but it's time to end our rulership of Guinea: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GON_title;Grant Gonder Independence;;;;;;;;;;;;;
gtfo_GON_desc;We've had a good run, but it's time to end our rulership of Gonder: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HAR_title;Grant Harar Independence;;;;;;;;;;;;;
gtfo_HAR_desc;We've had a good run, but it's time to end our rulership of Harar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_IVC_title;Grant Ivory Coast Independence;;;;;;;;;;;;;
gtfo_IVC_desc;We've had a good run, but it's time to end our rulership of Ivory Coast: if you love something, let it go!;;;;;;;;;;;;;
gtfo_JAL_title;Grant Jallon Independence;;;;;;;;;;;;;
gtfo_JAL_desc;We've had a good run, but it's time to end our rulership of Jallon: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KAF_title;Grant Kaffa Independence;;;;;;;;;;;;;
gtfo_KAF_desc;We've had a good run, but it's time to end our rulership of Kaffa: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KBO_title;Grant Kanem-Bornu Independence;;;;;;;;;;;;;
gtfo_KBO_desc;We've had a good run, but it's time to end our rulership of Kanem-Bornu: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KNG_title;Grant Kong Independence;;;;;;;;;;;;;
gtfo_KNG_desc;We've had a good run, but it's time to end our rulership of Kong: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KNY_title;Grant Kenya Independence;;;;;;;;;;;;;
gtfo_KNY_desc;We've had a good run, but it's time to end our rulership of Kenya: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KON_title;Grant Kongo Independence;;;;;;;;;;;;;
gtfo_KON_desc;We've had a good run, but it's time to end our rulership of Kongo: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KUB_title;Grant Kuba Independence;;;;;;;;;;;;;
gtfo_KUB_desc;We've had a good run, but it's time to end our rulership of Kuba: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KZB_title;Grant Kazembe Independence;;;;;;;;;;;;;
gtfo_KZB_desc;We've had a good run, but it's time to end our rulership of Kazembe: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LBA_title;Grant Luba Independence;;;;;;;;;;;;;
gtfo_LBA_desc;We've had a good run, but it's time to end our rulership of Luba: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LBY_title;Grant Libya Independence;;;;;;;;;;;;;
gtfo_LBY_desc;We've had a good run, but it's time to end our rulership of Libya: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LOA_title;Grant Loango Independence;;;;;;;;;;;;;
gtfo_LOA_desc;We've had a good run, but it's time to end our rulership of Loango: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LUN_title;Grant Lunda Independence;;;;;;;;;;;;;
gtfo_LUN_desc;We've had a good run, but it's time to end our rulership of Lunda: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MAJ_title;Grant Majeerteen Independence;;;;;;;;;;;;;
gtfo_MAJ_desc;We've had a good run, but it's time to end our rulership of Majeerteen: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MAS_title;Grant Massina Independence;;;;;;;;;;;;;
gtfo_MAS_desc;We've had a good run, but it's time to end our rulership of Massina: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MAT_title;Grant Matabele Independence;;;;;;;;;;;;;
gtfo_MAT_desc;We've had a good run, but it's time to end our rulership of Matabele: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MLI_title;Grant Mali Independence;;;;;;;;;;;;;
gtfo_MLI_desc;We've had a good run, but it's time to end our rulership of Mali: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MLW_title;Grant Malawi Independence;;;;;;;;;;;;;
gtfo_MLW_desc;We've had a good run, but it's time to end our rulership of Malawi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MNG_title;Grant Mongo Independence;;;;;;;;;;;;;
gtfo_MNG_desc;We've had a good run, but it's time to end our rulership of Mongo: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MOS_title;Grant Mossi Independence;;;;;;;;;;;;;
gtfo_MOS_desc;We've had a good run, but it's time to end our rulership of Mossi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MOZ_title;Grant Mozambique Independence;;;;;;;;;;;;;
gtfo_MOZ_desc;We've had a good run, but it's time to end our rulership of Mozambique: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NGR_title;Grant Nigeria Independence;;;;;;;;;;;;;
gtfo_NGR_desc;We've had a good run, but it's time to end our rulership of Nigeria: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NIG_title;Grant Niger Independence;;;;;;;;;;;;;
gtfo_NIG_desc;We've had a good run, but it's time to end our rulership of Niger: if you love something, let it go!;;;;;;;;;;;;;
gtfo_OYO_title;Grant Oyo Independence;;;;;;;;;;;;;
gtfo_OYO_desc;We've had a good run, but it's time to end our rulership of Oyo: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RWA_title;Grant Ruanda Independence;;;;;;;;;;;;;
gtfo_RWA_desc;We've had a good run, but it's time to end our rulership of Ruanda: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SEG_title;Grant Segu Independence;;;;;;;;;;;;;
gtfo_SEG_desc;We've had a good run, but it's time to end our rulership of Segu: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SHO_title;Grant Shona Independence;;;;;;;;;;;;;
gtfo_SHO_desc;We've had a good run, but it's time to end our rulership of Shona: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SHW_title;Grant Shewa Independence;;;;;;;;;;;;;
gtfo_SHW_desc;We've had a good run, but it's time to end our rulership of Shewa: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SID_title;Grant Sidama Independence;;;;;;;;;;;;;
gtfo_SID_desc;We've had a good run, but it's time to end our rulership of Sidama: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SLE_title;Grant Sierra Leone Independence;;;;;;;;;;;;;
gtfo_SLE_desc;We've had a good run, but it's time to end our rulership of Sierra Leone: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SNG_title;Grant Senegal Independence;;;;;;;;;;;;;
gtfo_SNG_desc;We've had a good run, but it's time to end our rulership of Senegal: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SOM_title;Grant Somalia Independence;;;;;;;;;;;;;
gtfo_SOM_desc;We've had a good run, but it's time to end our rulership of Somalia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SUA_title;Grant Suazi Independence;;;;;;;;;;;;;
gtfo_SUA_desc;We've had a good run, but it's time to end our rulership of Suazi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SUD_title;Grant Sudan Independence;;;;;;;;;;;;;
gtfo_SUD_desc;We've had a good run, but it's time to end our rulership of Sudan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TIG_title;Grant Tigray Independence;;;;;;;;;;;;;
gtfo_TIG_desc;We've had a good run, but it's time to end our rulership of Tigray: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TNZ_title;Grant Tanzania Independence;;;;;;;;;;;;;
gtfo_TNZ_desc;We've had a good run, but it's time to end our rulership of Tanzania: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TOG_title;Grant Togo Independence;;;;;;;;;;;;;
gtfo_TOG_desc;We've had a good run, but it's time to end our rulership of Togo: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TOO_title;Grant Tooro Independence;;;;;;;;;;;;;
gtfo_TOO_desc;We've had a good run, but it's time to end our rulership of Tooro: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TOU_title;Grant Tukulor Independence;;;;;;;;;;;;;
gtfo_TOU_desc;We've had a good run, but it's time to end our rulership of Tukulor: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TRZ_title;Grant Trarza Independence;;;;;;;;;;;;;
gtfo_TRZ_desc;We've had a good run, but it's time to end our rulership of Trarza: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TSW_title;Grant Botswana Independence;;;;;;;;;;;;;
gtfo_TSW_desc;We've had a good run, but it's time to end our rulership of Botswana: if you love something, let it go!;;;;;;;;;;;;;
gtfo_WAD_title;Grant Wadai Independence;;;;;;;;;;;;;
gtfo_WAD_desc;We've had a good run, but it's time to end our rulership of Wadai: if you love something, let it go!;;;;;;;;;;;;;
gtfo_WRI_title;Grant Warri Independence;;;;;;;;;;;;;
gtfo_WRI_desc;We've had a good run, but it's time to end our rulership of Warri: if you love something, let it go!;;;;;;;;;;;;;
gtfo_WOL_title;Grant Wolof Independence;;;;;;;;;;;;;
gtfo_WOL_desc;We've had a good run, but it's time to end our rulership of Wolof: if you love something, let it go!;;;;;;;;;;;;;
gtfo_XHO_title;Grant Xhosa Independence;;;;;;;;;;;;;
gtfo_XHO_desc;We've had a good run, but it's time to end our rulership of Xhosa: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ZAM_title;Grant Zambia Independence;;;;;;;;;;;;;
gtfo_ZAM_desc;We've had a good run, but it's time to end our rulership of Zambia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DJA_title;Grant Jambi Independence;;;;;;;;;;;;;
gtfo_DJA_desc;We've had a good run, but it's time to end our rulership of Jambi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_FJN_title;Grant Fujian Independence;;;;;;;;;;;;;
gtfo_FJN_desc;We've had a good run, but it's time to end our rulership of Fujian: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GMJ_title;Grant Guominjun Independence;;;;;;;;;;;;;
gtfo_GMJ_desc;We've had a good run, but it's time to end our rulership of Guominjun: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GNG_title;Grant Guangdong Independence;;;;;;;;;;;;;
gtfo_GNG_desc;We've had a good run, but it's time to end our rulership of Guangdong: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HNN_title;Grant Hunan Independence;;;;;;;;;;;;;
gtfo_HNN_desc;We've had a good run, but it's time to end our rulership of Hunan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HUI_title;Grant Anhui Independence;;;;;;;;;;;;;
gtfo_HUI_desc;We've had a good run, but it's time to end our rulership of Anhui: if you love something, let it go!;;;;;;;;;;;;;
gtfo_INO_title;Grant Indonesia Independence;;;;;;;;;;;;;
gtfo_INO_desc;We've had a good run, but it's time to end our rulership of Indonesia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KCH_title;Grant Kachin Independence;;;;;;;;;;;;;
gtfo_KCH_desc;We've had a good run, but it's time to end our rulership of Kachin: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KLM_title;Grant Kalimantan Independence;;;;;;;;;;;;;
gtfo_KLM_desc;We've had a good run, but it's time to end our rulership of Kalimantan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KMT_title;Grant Nationalist China Independence;;;;;;;;;;;;;
gtfo_KMT_desc;We've had a good run, but it's time to end our rulership of Nationalist China: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KTI_title;Grant Kutai Independence;;;;;;;;;;;;;
gtfo_KTI_desc;We've had a good run, but it's time to end our rulership of Kutai: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LAN_title;Grant Lanfang Independence;;;;;;;;;;;;;
gtfo_LAN_desc;We've had a good run, but it's time to end our rulership of Lanfang: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LXA_title;Grant Lan Xang Independence;;;;;;;;;;;;;
gtfo_LXA_desc;We've had a good run, but it's time to end our rulership of Lan Xang: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MAL_title;Grant Maluku Independence;;;;;;;;;;;;;
gtfo_MAL_desc;We've had a good run, but it's time to end our rulership of Maluku: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MLY_title;Grant Malaya Independence;;;;;;;;;;;;;
gtfo_MLY_desc;We've had a good run, but it's time to end our rulership of Malaya: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SHA_title;Grant Shan Independence;;;;;;;;;;;;;
gtfo_SHA_desc;We've had a good run, but it's time to end our rulership of Shan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SLW_title;Grant Sulawesi Independence;;;;;;;;;;;;;
gtfo_SLW_desc;We've had a good run, but it's time to end our rulership of Sulawesi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SAK_title;Grant Siak Independence;;;;;;;;;;;;;
gtfo_SAK_desc;We've had a good run, but it's time to end our rulership of Siak: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SUL_title;Grant Sulu Independence;;;;;;;;;;;;;
gtfo_SUL_desc;We've had a good run, but it's time to end our rulership of Sulu: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SWK_title;Grant Sarawak Independence;;;;;;;;;;;;;
gtfo_SWK_desc;We've had a good run, but it's time to end our rulership of Sarawak: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SZC_title;Grant Sichuan Independence;;;;;;;;;;;;;
gtfo_SZC_desc;We've had a good run, but it's time to end our rulership of Sichuan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TAI_title;Grant Taiwan Independence;;;;;;;;;;;;;
gtfo_TAI_desc;We've had a good run, but it's time to end our rulership of Taiwan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CHO_title;Grant Choshu Independence;;;;;;;;;;;;;
gtfo_CHO_desc;We've had a good run, but it's time to end our rulership of Choshu: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KAG_title;Grant Kaga Independence;;;;;;;;;;;;;
gtfo_KAG_desc;We've had a good run, but it's time to end our rulership of Kaga: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RYU_title;Grant Ryukyu Independence;;;;;;;;;;;;;
gtfo_RYU_desc;We've had a good run, but it's time to end our rulership of Ryukyu: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SAT_title;Grant Satsuma Independence;;;;;;;;;;;;;
gtfo_SAT_desc;We've had a good run, but it's time to end our rulership of Satsuma: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SEN_title;Grant Sendai Independence;;;;;;;;;;;;;
gtfo_SEN_desc;We've had a good run, but it's time to end our rulership of Sendai: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TKG_title;Grant Shogunate Japan Independence;;;;;;;;;;;;;
gtfo_TKG_desc;We've had a good run, but it's time to end our rulership of Shogunate Japan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TOS_title;Grant Tosa Independence;;;;;;;;;;;;;
gtfo_TOS_desc;We've had a good run, but it's time to end our rulership of Tosa: if you love something, let it go!;;;;;;;;;;;;;
gtfo_YZW_title;Grant Yonezawa Independence;;;;;;;;;;;;;
gtfo_YZW_desc;We've had a good run, but it's time to end our rulership of Yonezawa: if you love something, let it go!;;;;;;;;;;;;;
gtfo_FIJ_title;Grant Fiji Independence;;;;;;;;;;;;;
gtfo_FIJ_desc;We've had a good run, but it's time to end our rulership of Fiji: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TGA_title;Grant Tonga Independence;;;;;;;;;;;;;
gtfo_TGA_desc;We've had a good run, but it's time to end our rulership of Tonga: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ARA_title;Grant Arabia Independence;;;;;;;;;;;;;
gtfo_ARA_desc;We've had a good run, but it's time to end our rulership of Arabia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BYE_title;Grant Belarus Independence;;;;;;;;;;;;;
gtfo_BYE_desc;We've had a good run, but it's time to end our rulership of Belarus: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PLC_title;Grant Poland-Lithuania Independence;;;;;;;;;;;;;
gtfo_PLC_desc;We've had a good run, but it's time to end our rulership of Poland-Lithuania: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UBD_title;Grant United Baltic Provinces Independence;;;;;;;;;;;;;
gtfo_UBD_desc;We've had a good run, but it's time to end our rulership of United Baltic Provinces: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DEN_title;Grant Denmark Independence;;;;;;;;;;;;;
gtfo_DEN_desc;We've had a good run, but it's time to end our rulership of Denmark: if you love something, let it go!;;;;;;;;;;;;;
gtfo_FIN_title;Grant Finland Independence;;;;;;;;;;;;;
gtfo_FIN_desc;We've had a good run, but it's time to end our rulership of Finland: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NOR_title;Grant Norway Independence;;;;;;;;;;;;;
gtfo_NOR_desc;We've had a good run, but it's time to end our rulership of Norway: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SCA_title;Grant Scandinavia Independence;;;;;;;;;;;;;
gtfo_SCA_desc;We've had a good run, but it's time to end our rulership of Scandinavia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SWE_title;Grant Sweden Independence;;;;;;;;;;;;;
gtfo_SWE_desc;We've had a good run, but it's time to end our rulership of Sweden: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BEL_title;Grant Belgium Independence;;;;;;;;;;;;;
gtfo_BEL_desc;We've had a good run, but it's time to end our rulership of Belgium: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CAT_title;Grant Catalonia Independence;;;;;;;;;;;;;
gtfo_CAT_desc;We've had a good run, but it's time to end our rulership of Catalonia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_FLA_title;Grant Flanders Independence;;;;;;;;;;;;;
gtfo_FLA_desc;We've had a good run, but it's time to end our rulership of Flanders: if you love something, let it go!;;;;;;;;;;;;;
gtfo_IRE_title;Grant Ireland Independence;;;;;;;;;;;;;
gtfo_IRE_desc;We've had a good run, but it's time to end our rulership of Ireland: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NET_title;Grant Netherlands Independence;;;;;;;;;;;;;
gtfo_NET_desc;We've had a good run, but it's time to end our rulership of Netherlands: if you love something, let it go!;;;;;;;;;;;;;
gtfo_POR_title;Grant Portugal Independence;;;;;;;;;;;;;
gtfo_POR_desc;We've had a good run, but it's time to end our rulership of Portugal: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SCO_title;Grant Scotland Independence;;;;;;;;;;;;;
gtfo_SCO_desc;We've had a good run, but it's time to end our rulership of Scotland: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SPA_title;Grant Spain Independence;;;;;;;;;;;;;
gtfo_SPA_desc;We've had a good run, but it's time to end our rulership of Spain: if you love something, let it go!;;;;;;;;;;;;;
gtfo_WLL_title;Grant Wallonia Independence;;;;;;;;;;;;;
gtfo_WLL_desc;We've had a good run, but it's time to end our rulership of Wallonia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ANH_title;Grant Anhalt Independence;;;;;;;;;;;;;
gtfo_ANH_desc;We've had a good run, but it's time to end our rulership of Anhalt: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BAD_title;Grant Baden Independence;;;;;;;;;;;;;
gtfo_BAD_desc;We've had a good run, but it's time to end our rulership of Baden: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BAV_title;Grant Bavaria Independence;;;;;;;;;;;;;
gtfo_BAV_desc;We've had a good run, but it's time to end our rulership of Bavaria: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BRA_title;Grant Braunschweig Independence;;;;;;;;;;;;;
gtfo_BRA_desc;We've had a good run, but it's time to end our rulership of Braunschweig: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BRE_title;Grant Bremen Independence;;;;;;;;;;;;;
gtfo_BRE_desc;We've had a good run, but it's time to end our rulership of Bremen: if you love something, let it go!;;;;;;;;;;;;;
gtfo_COB_title;Grant Saxe-Coburg-Gotha Independence;;;;;;;;;;;;;
gtfo_COB_desc;We've had a good run, but it's time to end our rulership of Saxe-Coburg-Gotha: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DZG_title;Grant Danzig Independence;;;;;;;;;;;;;
gtfo_DZG_desc;We've had a good run, but it's time to end our rulership of Danzig: if you love something, let it go!;;;;;;;;;;;;;
gtfo_FRM_title;Grant Frankfurt am Main Independence;;;;;;;;;;;;;
gtfo_FRM_desc;We've had a good run, but it's time to end our rulership of Frankfurt am Main: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HAM_title;Grant Hamburg Independence;;;;;;;;;;;;;
gtfo_HAM_desc;We've had a good run, but it's time to end our rulership of Hamburg: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HAN_title;Grant Hanover Independence;;;;;;;;;;;;;
gtfo_HAN_desc;We've had a good run, but it's time to end our rulership of Hanover: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HES_title;Grant Hesse-Darmstadt Independence;;;;;;;;;;;;;
gtfo_HES_desc;We've had a good run, but it's time to end our rulership of Hesse-Darmstadt: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HEK_title;Grant Hesse-Kassel Independence;;;;;;;;;;;;;
gtfo_HEK_desc;We've had a good run, but it's time to end our rulership of Hesse-Kassel: if you love something, let it go!;;;;;;;;;;;;;
